157.0003492438,1.8992274365
157.0012388835,0.6983310383
157.0021285307,-0.29622518
157.0030181855,-0.7374846296
157.0039078479,-0.7820816593
157.0047975179,-0.6443030813
157.0056871954,-0.2423846704
157.0065768804,0.2363559733
157.0074665731,0.7021494639
157.0083562732,0.9512580283
157.009245981,0.8508199938
157.0101356963,0.4639980045
157.0110254192,0.0830228747
157.0119151496,-0.067186994
157.0128048876,-0.0439381256
157.0136946332,-0.0112029817
157.0145843863,-0.036718454
157.015474147,-0.0474207949
157.0163639153,-0.003779986
157.0172536911,0.0255512741
157.0181434745,-0.0026360362
157.0190332654,-0.0289551533
157.0199230639,-0.0060576344
157.02081287,0.0142948463
157.0217026836,-0.0149027152
157.0225925048,-0.0419639796
157.0234823336,-0.012721931
157.0243721699,0.0222219827
157.0252620138,-0.0043512186
157.0261518653,-0.0518987546
157.0270417243,-0.0430717305
157.0279315909,-0.0018063149
157.028821465,-0.0059536742
157.0297113467,-0.0427126899
157.030601236,-0.0366149277
157.0314911328,0.0072346128
157.0323810372,0.0120527968
157.0332709492,-0.0255566897
157.0341608688,-0.0293622898
157.0350507959,0.0119332867
157.0359407305,0.0209535244
157.0368306727,-0.0253579395
157.0377206225,-0.0519508116
157.0386105799,-0.0233472553
157.0395005448,-0.0058028538
157.0403905173,-0.0398258842
157.0412804974,-0.0645936624
157.042170485,-0.0352694811
157.0430604802,-0.009327763
157.0439504829,-0.0369528987
157.0448404933,-0.061885324
157.0457305111,-0.0249012495
157.0466205366,0.0217379262
157.0475105696,0.0050877966
157.0484006102,-0.0377505801
157.0492906583,-0.0284211665
157.0501807141,0.0150539323
157.0510707773,0.0253907984
157.0519608482,0.0182165423
157.0528509266,0.053819784
157.0537410126,0.1030113658
157.0546311061,0.0821190199
157.0555212073,0.004522585
157.0564113159,-0.0327161271
157.0573014322,-0.0011306432
157.058191556,0.0513336599
157.0590816874,0.1340271236
157.0599718263,0.3009821508
157.0608619729,0.4858519607
157.061752127,0.5145336397
157.0626422886,0.3427297827
157.0635324578,0.1409514017
157.0644226346,0.0647999431
157.065312819,0.0701042048
157.0662030109,0.0474667762
157.0670932104,0.0078036793
157.0679834175,0.0141545342
157.0688736321,0.0336071194
157.0697638543,-0.0008771829
157.0706540841,-0.0529821451
157.0715443214,-0.0445835248
157.0724345663,-0.002770945
157.0733248188,-0.0116396837
157.0742150788,-0.0549716558
157.0751053464,-0.0476615294
157.0759956216,0.0031009255
157.0768859043,0.0109544405
157.0777761947,-0.0280334466
157.0786664925,-0.0294561566
157.079556798,0.0174227756
157.080447111,0.0269795176
157.0813374316,-0.0199675147
157.0822277598,-0.035741073
157.0831180955,0.0140249801
157.0840084388,0.0453215587
157.0848987897,0.010106771
157.0857891481,-0.0171111958
157.0866795141,0.0193795369
157.0875698877,0.051772785
